-182.260, 59.908, 3.535, 14.706
-182.244, 59.553, 3.571, 14.873
-182.229, 59.194, 3.607, 15.040
-182.213, 58.832, 3.643, 15.207
-182.198, 58.465, 3.680, 15.374
-182.183, 58.096, 3.717, 15.541
-182.168, 57.722, 3.754, 15.708
-182.153, 57.345, 3.792, 15.875
-182.138, 56.964, 3.830, 16.042
-182.124, 56.579, 3.868, 16.209
-182.109, 56.190, 3.907, 16.376
-182.095, 55.797, 3.945, 16.543
-182.081, 55.401, 3.985, 16.710
-182.066, 55.000, 4.024, 16.877
-182.052, 54.595, 4.064, 17.044
-182.039, 54.187, 4.104, 17.211
-182.025, 53.775, 4.144, 17.378
-182.011, 53.358, 4.185, 17.545
-181.998, 52.937, 4.227, 17.712
-181.985, 52.512, 4.269, 17.879
-181.972, 52.083, 4.311, 18.046
-181.959, 51.650, 4.354, 18.213
-181.946, 51.212, 4.398, 18.380
-181.933, 50.770, 4.441, 18.547
-181.921, 50.323, 4.485, 18.714
-181.908, 49.872, 4.530, 18.881
-181.896, 49.417, 4.575, 19.048
-181.884, 48.957, 4.621, 19.215
-181.872, 48.492, 4.667, 19.382
-181.860, 48.023, 4.714, 19.549
-181.848, 47.549, 4.761, 19.716
-181.837, 47.070, 4.809, 19.883
-181.825, 46.586, 4.857, 20.050
-181.814, 46.098, 4.906, 20.217
-181.803, 45.604, 4.955, 20.384
-181.792, 45.106, 5.004, 20.551
-181.781, 44.603, 5.055, 20.718
-181.771, 44.095, 5.102, 20.885
-181.760, 43.586, 5.072, 21.052
-181.750, 43.081, 5.049, 21.219
-181.740, 42.573, 5.109, 21.386
-181.730, 42.054, 5.242, 21.553
-181.721, 41.521, 5.381, 21.720
-181.711, 40.977, 5.472, 21.887
-181.701, 40.427, 5.515, 22.054
-181.691, 39.874, 5.543, 22.221
-181.682, 39.319, 5.580, 22.388
-181.672, 38.758, 5.635, 22.555
-181.663, 38.190, 5.702, 22.722
-181.654, 37.616, 5.769, 22.889
-181.645, 37.035, 5.830, 23.056
-181.636, 36.449, 5.886, 23.223
-181.627, 35.857, 5.940, 23.390
-181.619, 35.260, 5.997, 23.557
-181.611, 34.657, 6.059, 23.724
-181.602, 34.047, 6.122, 23.891
-181.594, 33.432, 6.184, 24.058
-181.586, 32.810, 6.246, 24.225
-181.578, 32.181, 6.308, 24.392
-181.570, 31.547, 6.370, 24.559
-181.563, 30.906, 6.433, 24.726
-181.555, 30.259, 6.498, 24.893
-181.548, 29.606, 6.564, 25.060
-181.541, 28.945, 6.630, 25.227
-181.534, 28.278, 6.697, 25.394
-181.527, 27.605, 6.764, 25.561
-181.521, 26.925, 6.832, 25.728
-181.514, 26.237, 6.900, 25.895
-181.508, 25.543, 6.968, 26.062
-181.501, 24.843, 7.036, 26.229
-181.495, 24.135, 7.105, 26.396
-181.489, 23.420, 7.176, 26.563
-181.483, 22.699, 7.248, 26.730
-181.477, 21.969, 7.321, 26.897
-181.471, 21.233, 7.394, 27.064
-181.465, 20.489, 7.468, 27.231
-181.460, 19.738, 7.543, 27.398
-181.454, 18.979, 7.619, 27.565
-181.449, 18.213, 7.694, 27.732
-181.444, 17.439, 7.769, 27.899
-181.438, 16.658, 7.846, 28.066
-181.433, 15.869, 7.924, 28.233
-181.428, 15.072, 8.005, 28.400
-181.423, 14.266, 8.086, 28.567
-181.418, 13.453, 8.167, 28.734
-181.414, 12.631, 8.248, 28.901
-181.409, 11.802, 8.332, 29.068
-181.404, 10.964, 8.416, 29.235
-181.399, 10.117, 8.500, 29.402
-181.395, 9.262, 8.585, 29.569
-181.390, 8.399, 8.671, 29.736
-181.386, 7.526, 8.759, 29.903
-181.381, 6.645, 8.847, 30.070
-181.377, 5.755, 8.936, 30.237
-181.373, 4.856, 9.026, 30.404
-181.368, 3.948, 9.117, 30.571
-181.364, 3.031, 9.209, 30.738
-181.360, 2.105, 9.301, 30.905
-181.356, 1.169, 9.396, 31.072
-181.351, 0.224, 9.491, 31.239
-181.347, -0.731, 9.586, 31.406
-181.343, -1.695, 9.682, 31.573
-181.339, -2.669, 9.779, 31.740
-181.335, -3.652, 9.877, 31.907
-181.330, -4.646, 9.977, 32.074
-181.326, -5.650, 10.078, 32.241
-181.322, -6.663, 10.179, 32.408
-181.318, -7.687, 10.281, 32.575
-181.313, -8.721, 10.384, 32.742
-181.309, -9.766, 10.489, 32.909
-181.305, -10.821, 10.595, 33.076
-181.301, -11.887, 10.701, 33.243
-181.296, -12.963, 10.809, 33.410
-181.292, -14.051, 10.918, 33.577
-181.287, -15.149, 11.028, 33.744
-181.283, -16.258, 11.139, 33.911
-181.278, -17.379, 11.251, 34.078
-181.273, -18.511, 11.364, 34.245
-181.269, -19.654, 11.478, 34.412
-181.264, -20.808, 11.595, 34.579
-181.259, -21.975, 11.713, 34.746
-181.254, -23.153, 11.832, 34.913
-181.249, -24.343, 11.952, 35.080
-181.244, -25.546, 12.073, 35.247
-181.239, -26.760, 12.195, 35.414
-181.234, -27.987, 12.319, 35.581
-181.228, -29.226, 12.443, 35.748
-181.223, -30.478, 12.568, 35.915
-181.217, -31.742, 12.695, 36.082
-181.212, -33.019, 12.824, 36.249
-181.206, -34.309, 12.953, 36.416
-181.200, -35.612, 13.084, 36.583
-181.194, -36.928, 13.216, 36.750
-181.188, -38.258, 13.349, 36.917
-181.182, -39.601, 13.484, 37.084
-181.175, -40.957, 13.620, 37.251
-181.169, -42.327, 13.758, 37.418
-181.162, -43.711, 13.896, 37.585
-181.155, -45.109, 14.035, 37.752
-181.148, -46.521, 14.177, 37.919
-181.141, -47.947, 14.320, 38.086
-181.134, -49.387, 14.465, 38.253
-181.127, -50.842, 14.610, 38.420
-181.119, -52.312, 14.757, 38.587
-181.111, -53.796, 14.905, 38.754
-181.103, -55.296, 15.056, 38.921
-181.095, -56.810, 15.208, 39.088
-181.087, -58.340, 15.361, 39.255
-181.079, -59.885, 15.516, 39.422
-181.070, -61.446, 15.672, 39.589
-181.061, -63.023, 15.830, 39.756
-181.052, -64.615, 15.989, 39.923
-181.043, -66.223, 16.150, 40.090
-181.033, -67.848, 16.312, 40.257
-181.024, -69.489, 16.476, 40.424
-181.014, -71.146, 16.643, 40.591
-181.003, -72.821, 16.811, 40.758
-180.993, -74.512, 16.980, 40.925
-180.983, -76.220, 17.151, 41.092
-180.972, -77.945, 17.324, 41.259
-180.961, -79.688, 17.498, 41.426
-180.949, -81.448, 17.674, 41.593
-180.938, -83.226, 17.851, 41.760
-180.926, -85.021, 18.031, 41.927
-180.914, -86.835, 18.213, 42.094
-180.901, -88.667, 18.382, 42.261
-180.889, -90.510, 18.457, 42.428
-180.876, -92.346, 18.299, 42.595
-180.863, -94.155, 17.981, 42.762
-180.850, -95.931, 17.659, 42.929
-180.837, -97.682, 17.442, 43.096
-180.824, -99.419, 17.324, 43.263
-180.811, -101.150, 17.290, 43.430
-180.797, -102.882, 17.324, 43.597
-180.783, -104.619, 17.384, 43.764
-180.769, -106.360, 17.403, 43.931
-180.755, -108.096, 17.332, 44.098
-180.741, -109.821, 17.195, 44.265
-180.727, -111.531, 17.049, 44.432
-180.713, -113.229, 16.939, 44.599
-180.698, -114.918, 16.869, 44.766
-180.684, -116.602, 16.813, 44.933
-180.669, -118.280, 16.741, 45.100
-180.655, -119.948, 16.646, 45.267
-180.640, -121.607, 16.541, 45.434
-180.626, -123.255, 16.443, 45.601
-180.611, -124.894, 16.358, 45.768
-180.596, -126.525, 16.283, 45.935
-180.581, -128.149, 16.206, 46.102
-180.566, -129.765, 16.124, 46.269
-180.552, -131.372, 16.037, 46.436
-180.537, -132.971, 15.950, 46.603
-180.521, -134.561, 15.868, 46.770
-180.506, -136.143, 15.789, 46.937
-180.491, -137.718, 15.712, 47.104
-180.476, -139.284, 15.633, 47.271
-180.460, -140.843, 15.553, 47.438
-180.445, -142.394, 15.473, 47.605
-180.429, -143.936, 15.394, 47.772
-180.414, -145.471, 15.317, 47.939
-180.398, -146.998, 15.240, 48.106
-180.382, -148.518, 15.164, 48.273
-180.366, -150.030, 15.088, 48.440
-180.350, -151.534, 15.012, 48.607
-180.334, -153.031, 14.936, 48.774
-180.318, -154.520, 14.861, 48.941
-180.301, -156.002, 14.787, 49.108
-180.285, -157.476, 14.713, 49.275
-180.268, -158.943, 14.639, 49.442
-180.251, -160.402, 14.566, 49.609
-180.234, -161.855, 14.493, 49.776
-180.217, -163.300, 14.420, 49.943
-180.200, -164.738, 14.348, 50.110
-180.182, -166.168, 14.277, 50.277
-180.164, -167.592, 14.206, 50.444
-180.146, -169.008, 14.135, 50.611
-180.128, -170.417, 14.064, 50.778
-180.109, -171.819, 13.993, 50.945
-180.090, -173.215, 13.924, 51.112
-180.071, -174.603, 13.855, 51.279
-180.051, -175.984, 13.785, 51.446
-180.030, -177.358, 13.717, 51.613
-180.008, -178.726, 13.648, 51.780
-179.982, -180.087, 13.580, 51.947
-179.954, -181.440, 13.512, 52.114
-179.919, -182.787, 13.445, 52.281
-179.876, -184.127, 13.378, 52.448
-179.826, -185.460, 13.311, 52.615
-179.765, -186.786, 13.245, 52.782
-179.692, -188.104, 13.178, 52.949
-179.605, -189.415, 13.113, 53.116
-179.505, -190.719, 13.048, 53.283
-179.387, -192.014, 12.982, 53.450
-179.253, -193.301, 12.918, 53.617
-179.101, -194.580, 12.854, 53.784
-178.931, -195.850, 12.790, 53.951
-178.742, -197.111, 12.726, 54.118
-178.534, -198.364, 12.698, 54.285
-178.305, -199.616, 12.760, 54.452
-178.054, -200.875, 12.885, 54.619
-177.778, -202.145, 13.057, 54.786
-177.478, -203.428, 13.260, 54.953
-177.152, -204.728, 13.487, 55.120
-176.800, -206.045, 13.732, 55.287
-176.421, -207.380, 13.971, 55.454
-176.015, -208.729, 14.166, 55.621
-175.583, -210.087, 14.308, 55.788
-175.128, -211.449, 14.416, 55.955
-174.648, -212.814, 14.527, 56.122
-174.144, -214.184, 14.660, 56.289
-173.615, -215.560, 14.815, 56.456
-173.061, -216.944, 14.978, 56.623
-172.482, -218.336, 15.134, 56.790
-171.879, -219.733, 15.282, 56.957
-171.252, -221.135, 15.425, 57.124
-170.602, -222.543, 15.571, 57.291
-169.930, -223.957, 15.723, 57.458
-169.234, -225.377, 15.882, 57.625
-168.516, -226.804, 16.043, 57.792
-167.776, -228.238, 16.205, 57.959
-167.014, -229.679, 16.365, 58.126
-166.232, -231.127, 16.527, 58.293
-165.429, -232.583, 16.690, 58.460
-164.607, -234.046, 16.856, 58.627
-163.765, -235.518, 17.026, 58.794
-162.905, -236.999, 17.197, 58.961
-162.027, -238.489, 17.369, 59.128
-161.131, -239.989, 17.543, 59.295
-160.219, -241.500, 17.718, 59.462
-159.292, -243.022, 17.895, 59.629
-158.350, -244.556, 18.074, 59.796
-157.394, -246.102, 18.256, 59.963
-156.426, -247.663, 18.439, 60.130
-155.446, -249.238, 18.625, 60.297
-154.456, -250.829, 18.812, 60.464
-153.459, -252.437, 19.001, 60.631
-152.456, -254.064, 19.190, 60.798
-151.451, -255.709, 19.329, 60.965
-150.454, -257.363, 19.284, 61.132
-149.479, -259.008, 19.040, 61.299
-148.534, -260.636, 18.726, 61.466
-147.621, -262.251, 18.477, 61.633
-146.736, -263.862, 18.325, 61.800
-145.879, -265.477, 18.254, 61.967
-145.047, -267.102, 18.249, 62.134
-144.241, -268.743, 18.296, 62.301
-143.460, -270.403, 18.383, 62.468
-142.703, -272.087, 18.500, 62.635
-141.972, -273.796, 18.643, 62.802
-141.266, -275.532, 18.804, 62.969
-140.586, -277.296, 18.980, 63.136
-139.932, -279.090, 19.168, 63.303
-139.307, -280.913, 19.328, 63.470
-138.714, -282.755, 19.366, 63.637
-138.158, -284.601, 19.233, 63.804
-137.644, -286.437, 18.992, 63.971
-137.172, -288.259, 18.748, 64.138
-136.742, -290.071, 18.575, 64.305
-136.352, -291.881, 18.484, 64.472
-135.999, -293.693, 18.445, 64.639
-135.682, -295.508, 18.402, 64.806
-135.401, -297.321, 18.313, 64.973
-135.155, -299.128, 18.183, 65.140
-134.944, -300.924, 18.040, 65.307
-134.766, -302.711, 17.916, 65.474
-134.620, -304.491, 17.819, 65.641
-134.505, -306.264, 17.740, 65.808
-134.419, -308.031, 17.661, 65.975
-134.363, -309.791, 17.570, 66.142
-134.335, -311.542, 17.468, 66.309
-134.335, -313.282, 17.365, 66.476
-134.361, -315.012, 17.270, 66.643
-134.415, -316.733, 17.183, 66.810
-134.496, -318.444, 17.101, 66.977
-134.602, -320.146, 17.017, 67.144
-134.736, -321.837, 16.931, 67.311
-134.895, -323.517, 16.843, 67.478
-135.082, -325.186, 16.756, 67.645
-135.295, -326.842, 16.672, 67.812
-135.535, -328.487, 16.590, 67.979
-135.804, -330.119, 16.510, 68.146
-136.100, -331.738, 16.429, 68.313
-136.425, -333.343, 16.347, 68.480
-136.779, -334.934, 16.266, 68.647
-137.163, -336.509, 16.186, 68.814
-137.577, -338.069, 16.108, 68.981
-138.022, -339.612, 16.030, 69.148
-138.497, -341.138, 15.953, 69.315
-139.000, -342.646, 15.876, 69.482
-139.532, -344.136, 15.800, 69.649
-140.092, -345.609, 15.723, 69.816
-140.676, -347.063, 15.647, 69.983
-141.284, -348.500, 15.572, 70.150
-141.914, -349.919, 15.497, 70.317
-142.563, -351.321, 15.423, 70.484
-143.231, -352.707, 15.380, 70.651
-143.918, -354.086, 15.414, 70.818
-144.624, -355.462, 15.507, 70.985
-145.352, -356.841, 15.642, 71.152
-146.100, -358.227, 15.810, 71.319
-146.868, -359.622, 16.002, 71.486
-147.657, -361.030, 16.212, 71.653
-148.465, -362.451, 16.436, 71.820
-149.292, -363.888, 16.671, 71.987
-150.138, -365.341, 16.913, 72.154
-151.002, -366.813, 17.161, 72.321
-151.882, -368.303, 17.413, 72.488
-152.780, -369.813, 17.668, 72.655
-153.692, -371.344, 17.925, 72.822
-154.620, -372.896, 18.183, 72.989
-155.561, -374.469, 18.429, 73.156
-156.513, -376.061, 18.638, 73.323
-157.473, -377.670, 18.802, 73.490
-158.439, -379.291, 18.939, 73.657
-159.409, -380.927, 19.080, 73.824
-160.383, -382.578, 19.238, 73.991
-161.361, -384.246, 19.413, 74.158
-162.344, -385.934, 19.600, 74.325
-163.329, -387.641, 19.797, 74.492
-164.319, -389.370, 20.001, 74.659
-165.311, -391.121, 20.205, 74.826
-166.304, -392.894, 20.405, 74.993
-167.299, -394.688, 20.599, 75.160
-168.293, -396.505, 20.792, 75.327
-169.286, -398.345, 20.987, 75.494
-170.278, -400.208, 21.189, 75.661
-171.267, -402.096, 21.394, 75.828
-172.251, -404.007, 21.542, 75.995
-173.221, -405.924, 21.445, 76.162
-174.165, -407.825, 21.107, 76.329
-175.075, -409.698, 20.687, 76.496
-175.953, -411.545, 20.334, 76.663
-176.801, -413.375, 20.080, 76.830
-177.621, -415.197, 19.915, 76.997
-178.418, -417.017, 19.826, 77.164
-179.192, -418.841, 19.801, 77.331
-179.947, -420.674, 19.828, 77.498
-180.682, -422.521, 19.895, 77.665
-181.399, -424.384, 19.994, 77.832
-182.097, -426.264, 20.085, 77.999
-182.775, -428.156, 20.086, 78.166
-183.427, -430.048, 19.963, 78.333
-184.051, -431.931, 19.784, 78.500
-184.647, -433.809, 19.673, 78.667
-185.219, -435.688, 19.631, 78.834
-185.768, -437.574, 19.644, 79.001
-186.296, -439.469, 19.701, 79.168
-186.806, -441.379, 19.794, 79.335
-187.299, -443.303, 19.914, 79.502
-187.777, -445.246, 20.056, 79.669
-188.241, -447.207, 20.216, 79.836
-188.692, -449.189, 20.390, 80.003
-189.133, -451.191, 20.575, 80.170
-189.563, -453.215, 20.769, 80.337
-189.984, -455.261, 20.970, 80.504
-190.397, -457.330, 21.177, 80.671
-190.803, -459.421, 21.387, 80.838
-191.203, -461.535, 21.601, 81.005
-191.598, -463.672, 21.817, 81.172
-191.988, -465.831, 22.035, 81.339
-192.374, -468.014, 22.253, 81.506
-192.757, -470.219, 22.472, 81.673
-193.138, -472.447, 22.691, 81.840
-193.516, -474.697, 22.910, 82.007
-193.893, -476.970, 23.128, 82.174
-194.268, -479.266, 23.346, 82.341
-194.643, -481.582, 23.543, 82.508
-195.016, -483.914, 23.652, 82.675
-195.385, -486.246, 23.587, 82.842
-195.749, -488.562, 23.376, 83.009
-196.105, -490.854, 23.123, 83.176
-196.455, -493.126, 22.924, 83.343
-196.800, -495.384, 22.794, 83.510
-197.141, -497.634, 22.724, 83.677
-197.478, -499.880, 22.705, 83.844
-197.813, -502.128, 22.728, 84.011
-198.147, -504.379, 22.770, 84.178
-198.478, -506.634, 22.787, 84.345
-198.807, -508.887, 22.749, 84.512
-199.133, -511.133, 22.668, 84.679
-199.455, -513.372, 22.584, 84.846
-199.774, -515.604, 22.531, 85.013
-200.090, -517.833, 22.514, 85.180
-200.403, -520.063, 22.511, 85.347
-200.714, -522.292, 22.499, 85.514
-201.023, -524.520, 22.468, 85.681
-201.327, -526.742, 22.413, 85.848
-201.628, -528.957, 22.298, 86.015
-201.924, -531.155, 22.111, 86.182
-202.214, -533.334, 21.901, 86.349
-202.498, -535.494, 21.726, 86.516
-202.778, -537.642, 21.612, 86.683
-203.053, -539.781, 21.537, 86.850
-203.324, -541.914, 21.459, 87.017
-203.590, -544.037, 21.351, 87.184
-203.851, -546.148, 21.214, 87.351
-204.108, -548.246, 21.073, 87.518
-204.359, -550.330, 20.948, 87.685
-204.606, -552.404, 20.844, 87.852
-204.849, -554.469, 20.750, 88.019
-205.087, -556.525, 20.653, 88.186
-205.320, -558.571, 20.546, 88.353
-205.549, -560.606, 20.431, 88.520
-205.773, -562.630, 20.317, 88.687
-205.993, -564.643, 20.209, 88.854
-206.208, -566.647, 20.109, 89.021
-206.419, -568.641, 20.012, 89.188
-206.626, -570.626, 19.913, 89.355
-206.828, -572.601, 19.811, 89.522
-207.026, -574.566, 19.707, 89.689
-207.220, -576.521, 19.605, 89.856
-207.410, -578.467, 19.506, 90.023
-207.595, -580.403, 19.409, 90.190
-207.776, -582.330, 19.313, 90.357
-207.953, -584.248, 19.216, 90.524
-208.125, -586.156, 19.119, 90.691
-208.294, -588.055, 19.022, 90.858
-208.457, -589.944, 18.926, 91.025
-208.617, -591.825, 18.832, 91.192
-208.772, -593.696, 18.738, 91.359
-208.923, -595.558, 18.645, 91.526
-209.069, -597.412, 18.552, 91.693
-209.210, -599.256, 18.459, 91.860
-209.347, -601.091, 18.366, 92.027
-209.480, -602.918, 18.275, 92.194
-209.607, -604.736, 18.184, 92.361
-209.730, -606.545, 18.094, 92.528
-209.848, -608.345, 18.003, 92.695
-209.960, -610.137, 17.913, 92.862
-210.068, -611.919, 17.824, 93.029
-210.170, -613.694, 17.736, 93.196
-210.266, -615.460, 17.648, 93.363
-210.357, -617.217, 17.560, 93.530
-210.442, -618.966, 17.472, 93.697
-210.521, -620.706, 17.385, 93.864
-210.594, -622.438, 17.299, 94.031
-210.660, -624.162, 17.213, 94.198
-210.720, -625.877, 17.128, 94.365
-210.772, -627.584, 17.043, 94.532
-210.817, -629.283, 16.958, 94.699
-210.855, -630.974, 16.874, 94.866
-210.883, -632.656, 16.790, 95.033
-210.903, -634.330, 16.706, 95.200
-210.914, -635.995, 16.624, 95.367
-210.914, -637.653, 16.541, 95.534
-210.903, -639.302, 16.459, 95.701
-210.881, -640.943, 16.377, 95.868
-210.846, -642.576, 16.295, 96.035
-210.796, -644.200, 16.214, 96.202
-210.730, -645.815, 16.134, 96.369
-210.649, -647.421, 16.054, 96.536
-210.550, -649.019, 15.975, 96.703
-210.433, -650.607, 15.896, 96.870
-210.298, -652.186, 15.816, 97.037
-210.146, -653.756, 15.738, 97.204
-209.974, -655.315, 15.659, 97.371
-209.784, -656.865, 15.582, 97.538
-209.576, -658.404, 15.504, 97.705
-209.350, -659.933, 15.427, 97.872
-209.106, -661.452, 15.350, 98.039
-208.845, -662.960, 15.274, 98.206
-208.567, -664.457, 15.198, 98.373
-208.273, -665.943, 15.123, 98.540
-207.962, -667.418, 15.048, 98.707
-207.635, -668.883, 14.974, 98.874
-207.293, -670.336, 14.899, 99.041
-206.935, -671.777, 14.825, 99.208
-206.561, -673.207, 14.751, 99.375
-206.172, -674.625, 14.678, 99.542
-205.767, -676.032, 14.605, 99.709
-205.347, -677.426, 14.533, 99.876
-204.911, -678.807, 14.461, 100.043
-204.459, -680.176, 14.389, 100.210
-203.992, -681.532, 14.317, 100.377
-203.508, -682.875, 14.247, 100.544
-203.008, -684.204, 14.176, 100.711
-202.490, -685.519, 14.106, 100.878
-201.955, -686.820, 14.036, 101.045
-201.403, -688.105, 13.966, 101.212
-200.833, -689.375, 13.896, 101.379
-200.245, -690.629, 13.826, 101.546
-199.637, -691.866, 13.757, 101.713
-199.009, -693.085, 13.689, 101.880
-198.362, -694.286, 13.621, 102.047
-197.694, -695.468, 13.553, 102.214
-197.005, -696.630, 13.485, 102.381
-196.296, -697.772, 13.418, 102.548
-195.565, -698.892, 13.351, 102.715
-194.813, -699.989, 13.284, 102.882
-194.039, -701.063, 13.218, 103.049
-193.244, -702.113, 13.151, 103.216
-192.426, -703.137, 13.085, 103.383
-191.588, -704.135, 13.020, 103.550
-190.727, -705.105, 12.954, 103.717
-189.845, -706.048, 12.888, 103.884
-188.943, -706.961, 12.824, 104.051
-188.020, -707.844, 12.759, 104.218
-187.076, -708.696, 12.695, 104.385
-186.114, -709.517, 12.631, 104.552
-185.134, -710.306, 12.567, 104.719
-184.136, -711.062, 12.502, 104.886
-183.122, -711.784, 12.438, 105.053
-182.093, -712.474, 12.376, 105.220
-181.049, -713.129, 12.312, 105.387
-179.991, -713.749, 12.250, 105.554
-178.920, -714.334, 12.188, 105.721
-177.838, -714.885, 12.126, 105.888
-176.745, -715.398, 12.063, 106.055
-175.642, -715.875, 12.002, 106.222
-174.531, -716.314, 11.942, 106.389
-173.412, -716.717, 11.883, 106.556
-172.286, -717.083, 11.823, 106.723
-171.156, -717.412, 11.761, 106.890
-170.021, -717.703, 11.702, 107.057
-168.883, -717.956, 11.644, 107.224
-167.744, -718.174, 11.585, 107.391
-166.605, -718.355, 11.526, 107.558
-165.466, -718.500, 11.466, 107.725
-164.329, -718.609, 11.409, 107.892
-163.194, -718.683, 11.377, 108.059
-162.056, -718.723, 11.420, 108.226
-160.907, -718.732, 11.541, 108.393
-159.744, -718.707, 11.714, 108.560
-158.561, -718.649, 11.922, 108.727
-157.360, -718.558, 12.133, 108.894
-156.143, -718.434, 12.309, 109.061
-154.915, -718.278, 12.440, 109.228
-153.681, -718.088, 12.544, 109.395
-152.441, -717.865, 12.651, 109.562
-151.196, -717.609, 12.779, 109.729
-149.944, -717.318, 12.919, 109.896
-148.686, -716.993, 13.062, 110.063
-147.423, -716.633, 13.202, 110.230
-146.156, -716.237, 13.336, 110.397
-144.888, -715.807, 13.442, 110.564
-143.626, -715.345, 13.450, 110.731
-142.383, -714.854, 13.316, 110.898
-141.171, -714.341, 13.120, 111.065
-139.987, -713.804, 12.970, 111.232
-138.824, -713.240, 12.914, 111.399
-137.677, -712.647, 12.919, 111.566
-136.545, -712.025, 12.915, 111.733
-135.433, -711.376, 12.862, 111.900
-134.344, -710.703, 12.776, 112.067
-133.280, -710.008, 12.688, 112.234
-132.240, -709.290, 12.623, 112.401
-131.224, -708.547, 12.576, 112.568
-130.232, -707.780, 12.534, 112.735
-129.264, -706.990, 12.483, 112.902
-128.322, -706.177, 12.423, 113.069
-127.409, -705.343, 12.359, 113.236
-126.524, -704.486, 12.299, 113.403
-125.668, -703.609, 12.246, 113.570
-124.842, -702.711, 12.195, 113.737
-124.046, -701.792, 12.142, 113.904
-123.282, -700.855, 12.087, 114.071
-122.549, -699.899, 12.032, 114.238
-121.847, -698.927, 11.977, 114.405
-121.179, -697.939, 11.922, 114.572
-120.543, -696.936, 11.869, 114.739
-119.939, -695.919, 11.817, 114.906
-119.366, -694.890, 11.764, 115.073
-118.825, -693.849, 11.736, 115.240
-118.311, -692.792, 11.781, 115.407
-117.823, -691.712, 11.902, 115.574
-117.356, -690.607, 12.073, 115.741
-116.910, -689.472, 12.282, 115.908
-116.484, -688.306, 12.499, 116.075
-116.079, -687.112, 12.687, 116.242
-115.697, -685.893, 12.831, 116.409
-115.339, -684.656, 12.943, 116.576
